Code géographique de la commune,Libellé géographique de la commune,Code géographique de l'aire d'attraction des villes 2020,Libellé géographique de l'aire d'attraction des villes 2020,Catégorie de la commune dans le zonage en aires d'attraction des villes 2020,Code département,Code région
32415,Sarraguzan,0,Commune hors attraction des villes,30,32,76
32416,Sarrant,5,Toulouse,20,32,76
32417,La Sauvetat,145,Auch,20,32,76
32418,Sauveterre,0,Commune hors attraction des villes,30,32,76
32419,Sauviac,145,Auch,20,32,76
32420,Sauvimont,5,Toulouse,20,32,76
32421,Savignac-Mona,5,Toulouse,20,32,76
32422,Scieurac-et-Flourès,0,Commune hors attraction des villes,30,32,76
32423,Séailles,0,Commune hors attraction des villes,30,32,76
32424,Ségos,421,Aire-sur-l'Adour,20,32,76
32425,Ségoufielle,5,Toulouse,20,32,76
32426,Seissan,145,Auch,20,32,76
32427,Sembouès,0,Commune hors attraction des villes,30,32,76
32428,Sémézies-Cachan,0,Commune hors attraction des villes,30,32,76
32429,Sempesserre,93,Agen,20,32,76
32430,Sère,0,Commune hors attraction des villes,30,32,76
32431,Sérempuy,0,Commune hors attraction des villes,30,32,76
32432,Seysses-Savès,5,Toulouse,20,32,76
32433,Simorre,0,Commune hors attraction des villes,30,32,76
32434,Sion,601,Nogaro,20,32,76
32435,Sirac,5,Toulouse,20,32,76
32436,Solomiac,0,Commune hors attraction des villes,30,32,76
32437,Sorbets,601,Nogaro,20,32,76
32438,Tachoires,145,Auch,20,32,76
32439,Tarsac,0,Commune hors attraction des villes,30,32,76
32440,Tasque,0,Commune hors attraction des villes,30,32,76
32441,Taybosc,145,Auch,20,32,76
32442,Terraube,583,Lectoure,20,32,76
32443,Termes-d'Armagnac,0,Commune hors attraction des villes,30,32,76
32444,Thoux,5,Toulouse,20,32,76
32445,Tieste-Uragnoux,0,Commune hors attraction des villes,30,32,76
32446,Tillac,0,Commune hors attraction des villes,30,32,76
32447,Tirent-Pontéjac,0,Commune hors attraction des villes,30,32,76
32448,Touget,5,Toulouse,20,32,76
32449,Toujouse,0,Commune hors attraction des villes,30,32,76
32450,Tourdun,0,Commune hors attraction des villes,30,32,76
32451,Tournan,5,Toulouse,20,32,76
32452,Tournecoupe,0,Commune hors attraction des villes,30,32,76
32453,Tourrenquets,145,Auch,20,32,76
32454,Traversères,145,Auch,20,32,76
32455,Troncens,0,Commune hors attraction des villes,30,32,76
32456,Tudelle,0,Commune hors attraction des villes,30,32,76
32457,Urdens,0,Commune hors attraction des villes,30,32,76
32458,Urgosse,601,Nogaro,20,32,76
32459,Valence-sur-Baïse,406,Condom,20,32,76
32460,Vergoignan,421,Aire-sur-l'Adour,20,32,76
32461,Verlus,421,Aire-sur-l'Adour,20,32,76
32462,Vic-Fezensac,616,Vic-Fezensac,11,32,76
32463,Viella,0,Commune hors attraction des villes,30,32,76
32464,Villecomtal-sur-Arros,85,Tarbes,20,32,76
32465,Villefranche,145,Auch,20,32,76
32466,Viozan,0,Commune hors attraction des villes,30,32,76
32467,Saint-Caprais,145,Auch,20,32,76
32468,Aussos,0,Commune hors attraction des villes,30,32,76
33001,Abzac,159,Libourne,20,33,75
33002,Aillas,0,Commune hors attraction des villes,30,33,75
33003,Ambarès-et-Lagrave,6,Bordeaux,20,33,75
33004,Ambès,6,Bordeaux,20,33,75
33005,Andernos-les-Bains,6,Bordeaux,20,33,75
33006,Anglade,0,Commune hors attraction des villes,30,33,75
33007,Arbanats,6,Bordeaux,20,33,75
33008,Porte-de-Benauge,0,Commune hors attraction des villes,30,33,75
33009,Arcachon,211,Arcachon - La Teste-de-Buch,11,33,75
33010,Arcins,6,Bordeaux,20,33,75
33011,Arès,6,Bordeaux,20,33,75
33012,Arsac,6,Bordeaux,20,33,75
33013,Artigues-près-Bordeaux,6,Bordeaux,12,33,75
33014,Les Artigues-de-Lussac,159,Libourne,20,33,75
33015,Arveyres,6,Bordeaux,20,33,75
33016,Asques,6,Bordeaux,20,33,75
33017,Aubiac,456,Bazas,20,33,75
33018,Val de Virvée,6,Bordeaux,20,33,75
33019,Audenge,6,Bordeaux,20,33,75
33020,Auriolles,0,Commune hors attraction des villes,30,33,75
33021,Auros,0,Commune hors attraction des villes,30,33,75
33022,Avensan,6,Bordeaux,20,33,75
33023,Ayguemorte-les-Graves,6,Bordeaux,20,33,75
33024,Bagas,0,Commune hors attraction des villes,30,33,75
33025,Baigneaux,6,Bordeaux,20,33,75
33026,Balizac,6,Bordeaux,20,33,75
33027,Barie,0,Commune hors attraction des villes,30,33,75
33028,Baron,6,Bordeaux,20,33,75
33029,Le Barp,6,Bordeaux,20,33,75
33030,Barsac,6,Bordeaux,20,33,75
33031,Bassanne,440,La Réole,20,33,75
33032,Bassens,6,Bordeaux,20,33,75
33033,Baurech,6,Bordeaux,20,33,75
33034,Bayas,159,Libourne,20,33,75
33035,Bayon-sur-Gironde,6,Bordeaux,20,33,75
33036,Bazas,456,Bazas,11,33,75
33037,Beautiran,6,Bordeaux,20,33,75
33038,Bégadan,355,Lesparre-Médoc,20,33,75
33039,Bègles,6,Bordeaux,12,33,75
33040,Béguey,6,Bordeaux,20,33,75
33042,Belin-Béliet,6,Bordeaux,20,33,75
33043,Bellebat,6,Bordeaux,20,33,75
33044,Bellefond,6,Bordeaux,20,33,75
33045,Belvès-de-Castillon,0,Commune hors attraction des villes,30,33,75
33046,Bernos-Beaulac,456,Bazas,20,33,75
33047,Berson,6,Bordeaux,20,33,75
33048,Berthez,0,Commune hors attraction des villes,30,33,75
33049,Beychac-et-Caillau,6,Bordeaux,20,33,75
33050,Bieujac,6,Bordeaux,20,33,75
33051,Biganos,6,Bordeaux,20,33,75
33052,Les Billaux,159,Libourne,20,33,75
33053,Birac,456,Bazas,20,33,75
33054,Blaignac,440,La Réole,20,33,75
33055,Blaignan-Prignac,355,Lesparre-Médoc,20,33,75
33056,Blanquefort,6,Bordeaux,12,33,75
33057,Blasimon,0,Commune hors attraction des villes,30,33,75
33058,Blaye,391,Blaye,11,33,75
33059,Blésignac,6,Bordeaux,20,33,75
33060,Bommes,6,Bordeaux,20,33,75
33061,Bonnetan,6,Bordeaux,20,33,75
33062,Bonzac,6,Bordeaux,20,33,75
33063,Bordeaux,6,Bordeaux,11,33,75
33064,Bossugan,0,Commune hors attraction des villes,30,33,75
33065,Bouliac,6,Bordeaux,20,33,75
33066,Bourdelles,440,La Réole,20,33,75
33067,Bourg,6,Bordeaux,20,33,75
33068,Bourideys,0,Commune hors attraction des villes,30,33,75
33069,Le Bouscat,6,Bordeaux,12,33,75
33070,Brach,6,Bordeaux,20,33,75
33071,Branne,6,Bordeaux,20,33,75
33072,Brannens,6,Bordeaux,20,33,75
33073,Braud-et-Saint-Louis,0,Commune hors attraction des villes,30,33,75
33074,Brouqueyran,0,Commune hors attraction des villes,30,33,75
33075,Bruges,6,Bordeaux,12,33,75
33076,Budos,6,Bordeaux,20,33,75
33077,Cabanac-et-Villagrains,6,Bordeaux,20,33,75
33078,Cabara,6,Bordeaux,20,33,75
33079,Cadarsac,6,Bordeaux,20,33,75
33080,Cadaujac,6,Bordeaux,20,33,75
33081,Cadillac,6,Bordeaux,20,33,75
33082,Cadillac-en-Fronsadais,6,Bordeaux,20,33,75
33083,Camarsac,6,Bordeaux,20,33,75
33084,Cambes,6,Bordeaux,20,33,75
33085,Camblanes-et-Meynac,6,Bordeaux,20,33,75
33086,Camiac-et-Saint-Denis,6,Bordeaux,20,33,75
33087,Camiran,0,Commune hors attraction des villes,30,33,75
33088,Camps-sur-l'Isle,159,Libourne,20,33,75
33089,Campugnan,391,Blaye,20,33,75
33090,Canéjan,6,Bordeaux,20,33,75
33093,Capian,6,Bordeaux,20,33,75
33094,Caplong,0,Commune hors attraction des villes,30,33,75
33095,Captieux,0,Commune hors attraction des villes,30,33,75
33096,Carbon-Blanc,6,Bordeaux,20,33,75
33097,Carcans,6,Bordeaux,20,33,75
33098,Cardan,6,Bordeaux,20,33,75
33099,Carignan-de-Bordeaux,6,Bordeaux,20,33,75
33100,Cars,391,Blaye,20,33,75
33101,Cartelègue,391,Blaye,20,33,75
33102,Casseuil,0,Commune hors attraction des villes,30,33,75
33103,Castelmoron-d'Albret,0,Commune hors attraction des villes,30,33,75
33104,Castelnau-de-Médoc,6,Bordeaux,20,33,75
33105,Castelviel,0,Commune hors attraction des villes,30,33,75
33106,Castets et Castillon,0,Commune hors attraction des villes,30,33,75
33108,Castillon-la-Bataille,0,Commune hors attraction des villes,30,33,75
33109,Castres-Gironde,6,Bordeaux,20,33,75
33111,Caudrot,0,Commune hors attraction des villes,30,33,75
33112,Caumont,0,Commune hors attraction des villes,30,33,75
33113,Cauvignac,0,Commune hors attraction des villes,30,33,75
33114,Cavignac,6,Bordeaux,20,33,75
33115,Cazalis,0,Commune hors attraction des villes,30,33,75
33116,Cazats,456,Bazas,20,33,75
33117,Cazaugitat,0,Commune hors attraction des villes,30,33,75
33118,Cénac,6,Bordeaux,20,33,75
33119,Cenon,6,Bordeaux,12,33,75
33120,Cérons,6,Bordeaux,20,33,75
33121,Cessac,6,Bordeaux,20,33,75
33122,Cestas,6,Bordeaux,20,33,75
33123,Cézac,6,Bordeaux,20,33,75
33124,Chamadelle,0,Commune hors attraction des villes,30,33,75
33125,Cissac-Médoc,445,Pauillac,12,33,75
33126,Civrac-de-Blaye,6,Bordeaux,20,33,75
33127,Civrac-sur-Dordogne,0,Commune hors attraction des villes,30,33,75
33128,Civrac-en-Médoc,355,Lesparre-Médoc,20,33,75
33129,Cleyrac,0,Commune hors attraction des villes,30,33,75
33130,Coimères,6,Bordeaux,20,33,75
33131,Coirac,0,Commune hors attraction des villes,30,33,75
33132,Comps,6,Bordeaux,20,33,75
33133,Coubeyrac,0,Commune hors attraction des villes,30,33,75
33134,Couquèques,355,Lesparre-Médoc,20,33,75
33135,Courpiac,6,Bordeaux,20,33,75
33136,Cours-de-Monségur,0,Commune hors attraction des villes,30,33,75
33137,Cours-les-Bains,0,Commune hors attraction des villes,30,33,75
33138,Coutras,159,Libourne,20,33,75
33139,Coutures,0,Commune hors attraction des villes,30,33,75
33140,Créon,6,Bordeaux,20,33,75
33141,Croignon,6,Bordeaux,20,33,75
33142,Cubnezais,6,Bordeaux,20,33,75
33143,Cubzac-les-Ponts,6,Bordeaux,20,33,75
33144,Cudos,456,Bazas,20,33,75
33145,Cursan,6,Bordeaux,20,33,75
33146,Cussac-Fort-Médoc,6,Bordeaux,20,33,75
33147,Daignac,6,Bordeaux,20,33,75
33148,Dardenac,6,Bordeaux,20,33,75
33149,Daubèze,0,Commune hors attraction des villes,30,33,75
33150,Dieulivol,0,Commune hors attraction des villes,30,33,75
33151,Donnezac,0,Commune hors attraction des villes,30,33,75
33152,Donzac,6,Bordeaux,20,33,75
33153,Doulezon,0,Commune hors attraction des villes,30,33,75
33154,Les Églisottes-et-Chalaures,0,Commune hors attraction des villes,30,33,75
33155,Escaudes,456,Bazas,20,33,75
33156,Escoussans,6,Bordeaux,20,33,75
33157,Espiet,6,Bordeaux,20,33,75
33158,Les Esseintes,440,La Réole,20,33,75
33159,Étauliers,0,Commune hors attraction des villes,30,33,75
33160,Eynesse,360,Pineuilh,20,33,75
33161,Eyrans,0,Commune hors attraction des villes,30,33,75
33162,Eysines,6,Bordeaux,12,33,75
33163,Faleyras,6,Bordeaux,20,33,75
33164,Fargues,6,Bordeaux,20,33,75
33165,Fargues-Saint-Hilaire,6,Bordeaux,20,33,75
33166,Le Fieu,0,Commune hors attraction des villes,30,33,75
33167,Floirac,6,Bordeaux,12,33,75
33168,Flaujagues,0,Commune hors attraction des villes,30,33,75
33169,Floudès,440,La Réole,20,33,75
33170,Fontet,440,La Réole,20,33,75
33171,Fossès-et-Baleyssac,440,La Réole,20,33,75
33172,Fours,391,Blaye,20,33,75
33173,Francs,0,Commune hors attraction des villes,30,33,75
33174,Fronsac,159,Libourne,20,33,75
33175,Frontenac,0,Commune hors attraction des villes,30,33,75
33176,Gabarnac,6,Bordeaux,20,33,75
33177,Gaillan-en-Médoc,355,Lesparre-Médoc,20,33,75
33178,Gajac,456,Bazas,20,33,75
33179,Galgon,6,Bordeaux,20,33,75
33180,Gans,456,Bazas,20,33,75
33181,Gardegan-et-Tourtirac,0,Commune hors attraction des villes,30,33,75
33182,Gauriac,6,Bordeaux,20,33,75
33183,Gauriaguet,6,Bordeaux,20,33,75
33184,Générac,6,Bordeaux,20,33,75
33185,Génissac,6,Bordeaux,20,33,75
33186,Gensac,0,Commune hors attraction des villes,30,33,75
33187,Gironde-sur-Dropt,440,La Réole,20,33,75
33188,Giscos,456,Bazas,20,33,75
33189,Gornac,0,Commune hors attraction des villes,30,33,75
33190,Goualade,0,Commune hors attraction des villes,30,33,75
33191,Gours,0,Commune hors attraction des villes,30,33,75
33192,Gradignan,6,Bordeaux,12,33,75
33193,Grayan-et-l'Hôpital,0,Commune hors attraction des villes,30,33,75
33194,Grézillac,6,Bordeaux,20,33,75
33195,Grignols,0,Commune hors attraction des villes,30,33,75
33196,Guillac,6,Bordeaux,20,33,75
33197,Guillos,6,Bordeaux,20,33,75
33198,Guîtres,159,Libourne,20,33,75
33199,Gujan-Mestras,6,Bordeaux,20,33,75
33200,Le Haillan,6,Bordeaux,12,33,75
33201,Haux,6,Bordeaux,20,33,75
33202,Hostens,6,Bordeaux,20,33,75
33203,Hourtin,6,Bordeaux,20,33,75
33204,Hure,440,La Réole,20,33,75
33205,Illats,6,Bordeaux,20,33,75
33206,Isle-Saint-Georges,6,Bordeaux,20,33,75
33207,Izon,6,Bordeaux,20,33,75
33208,Jau-Dignac-et-Loirac,0,Commune hors attraction des villes,30,33,75
33209,Jugazan,6,Bordeaux,20,33,75
33210,Juillac,0,Commune hors attraction des villes,30,33,75
33211,Labarde,6,Bordeaux,20,33,75
33212,Labescau,0,Commune hors attraction des villes,30,33,75
33213,La Brède,6,Bordeaux,20,33,75
33214,Lacanau,6,Bordeaux,20,33,75
33215,Ladaux,0,Commune hors attraction des villes,30,33,75
33216,Lados,0,Commune hors attraction des villes,30,33,75
33218,Lagorce,159,Libourne,20,33,75
33219,La Lande-de-Fronsac,6,Bordeaux,20,33,75
33220,Lamarque,6,Bordeaux,20,33,75
33221,Lamothe-Landerron,175,Marmande,20,33,75
33222,Lalande-de-Pomerol,159,Libourne,20,33,75
33223,Landerrouat,0,Commune hors attraction des villes,30,33,75
33224,Landerrouet-sur-Ségur,0,Commune hors attraction des villes,30,33,75
33225,Landiras,6,Bordeaux,20,33,75
33226,Langoiran,6,Bordeaux,20,33,75
33227,Langon,6,Bordeaux,20,33,75
33228,Lansac,6,Bordeaux,20,33,75
33229,Lanton,6,Bordeaux,20,33,75
33230,Lapouyade,6,Bordeaux,20,33,75
33231,Laroque,6,Bordeaux,20,33,75
33232,Lartigue,456,Bazas,20,33,75
33233,Laruscade,6,Bordeaux,20,33,75
33234,Latresne,6,Bordeaux,20,33,75
33235,Lavazan,456,Bazas,20,33,75
33236,Lège-Cap-Ferret,6,Bordeaux,20,33,75
33237,Léogeats,6,Bordeaux,20,33,75
33238,Léognan,6,Bordeaux,20,33,75
33239,Lerm-et-Musset,0,Commune hors attraction des villes,30,33,75
33240,Lesparre-Médoc,355,Lesparre-Médoc,11,33,75
33241,Lestiac-sur-Garonne,6,Bordeaux,20,33,75
33242,Les Lèves-et-Thoumeyragues,360,Pineuilh,20,33,75
33243,Libourne,159,Libourne,11,33,75
33244,Lignan-de-Bazas,456,Bazas,20,33,75
33245,Lignan-de-Bordeaux,6,Bordeaux,20,33,75
33246,Ligueux,360,Pineuilh,20,33,75
33247,Listrac-de-Durèze,0,Commune hors attraction des villes,30,33,75
33248,Listrac-Médoc,6,Bordeaux,20,33,75
33249,Lormont,6,Bordeaux,12,33,75
33250,Loubens,440,La Réole,20,33,75
33251,Louchats,6,Bordeaux,20,33,75
33252,Loupes,6,Bordeaux,20,33,75
33253,Loupiac,6,Bordeaux,20,33,75
33254,Loupiac-de-la-Réole,440,La Réole,20,33,75
33255,Lucmau,0,Commune hors attraction des villes,30,33,75
33256,Ludon-Médoc,6,Bordeaux,20,33,75
33257,Lugaignac,6,Bordeaux,20,33,75
33258,Lugasson,0,Commune hors attraction des villes,30,33,75
33259,Lugon-et-l'Île-du-Carnay,6,Bordeaux,20,33,75
33260,Lugos,6,Bordeaux,20,33,75
33261,Lussac,159,Libourne,20,33,75
33262,Macau,6,Bordeaux,20,33,75
33263,Madirac,6,Bordeaux,20,33,75
33264,Maransin,6,Bordeaux,20,33,75
33266,Marcenais,6,Bordeaux,20,33,75
33268,Margaux-Cantenac,6,Bordeaux,20,33,75
33269,Margueron,0,Commune hors attraction des villes,30,33,75
33270,Marimbault,456,Bazas,20,33,75
33271,Marions,456,Bazas,20,33,75
33272,Marsas,6,Bordeaux,20,33,75
33273,Martignas-sur-Jalle,6,Bordeaux,20,33,75
33274,Martillac,6,Bordeaux,20,33,75
33275,Martres,0,Commune hors attraction des villes,30,33,75
33276,Masseilles,0,Commune hors attraction des villes,30,33,75
33277,Massugas,0,Commune hors attraction des villes,30,33,75
33278,Mauriac,0,Commune hors attraction des villes,30,33,75
33279,Mazères,6,Bordeaux,20,33,75
33280,Mazion,391,Blaye,20,33,75
33281,Mérignac,6,Bordeaux,12,33,75
33282,Mérignas,0,Commune hors attraction des villes,30,33,75
33283,Mesterrieux,0,Commune hors attraction des villes,30,33,75
33284,Mios,6,Bordeaux,20,33,75
33285,Mombrier,6,Bordeaux,20,33,75
33287,Mongauzy,440,La Réole,20,33,75
33288,Monprimblanc,0,Commune hors attraction des villes,30,33,75
33289,Monségur,0,Commune hors attraction des villes,30,33,75
33290,Montagne,159,Libourne,20,33,75
33291,Montagoudin,440,La Réole,20,33,75
33292,Montignac,0,Commune hors attraction des villes,30,33,75
33293,Montussan,6,Bordeaux,20,33,75
33294,Morizès,440,La Réole,20,33,75
33295,Mouillac,6,Bordeaux,20,33,75
33296,Mouliets-et-Villemartin,0,Commune hors attraction des villes,30,33,75
33297,Moulis-en-Médoc,6,Bordeaux,20,33,75
33298,Moulon,6,Bordeaux,20,33,75
33299,Mourens,0,Commune hors attraction des villes,30,33,75
33300,Naujac-sur-Mer,355,Lesparre-Médoc,20,33,75
33301,Naujan-et-Postiac,6,Bordeaux,20,33,75
33302,Néac,159,Libourne,20,33,75
33303,Nérigean,6,Bordeaux,20,33,75
33304,Neuffons,0,Commune hors attraction des villes,30,33,75
33305,Le Nizan,6,Bordeaux,20,33,75
33306,Noaillac,0,Commune hors attraction des villes,30,33,75
33307,Noaillan,6,Bordeaux,20,33,75
33308,Omet,6,Bordeaux,20,33,75
33309,Ordonnac,355,Lesparre-Médoc,20,33,75
33310,Origne,6,Bordeaux,20,33,75
33311,Paillet,6,Bordeaux,20,33,75
33312,Parempuyre,6,Bordeaux,20,33,75
33314,Pauillac,445,Pauillac,11,33,75
33315,Les Peintures,0,Commune hors attraction des villes,30,33,75
33316,Pellegrue,0,Commune hors attraction des villes,30,33,75
33317,Périssac,6,Bordeaux,20,33,75
33318,Pessac,6,Bordeaux,12,33,75
33319,Pessac-sur-Dordogne,0,Commune hors attraction des villes,30,33,75
33320,Petit-Palais-et-Cornemps,0,Commune hors attraction des villes,30,33,75
33321,Peujard,6,Bordeaux,20,33,75
33322,Le Pian-Médoc,6,Bordeaux,20,33,75
33323,Le Pian-sur-Garonne,6,Bordeaux,20,33,75
33324,Pineuilh,360,Pineuilh,11,33,75
33325,Plassac,391,Blaye,20,33,75
33326,Pleine-Selve,0,Commune hors attraction des villes,30,33,75
33327,Podensac,6,Bordeaux,20,33,75
33328,Pomerol,159,Libourne,20,33,75
33329,Pompéjac,456,Bazas,20,33,75
33330,Pompignac,6,Bordeaux,20,33,75
33331,Pondaurat,0,Commune hors attraction des villes,30,33,75
33332,Porchères,0,Commune hors attraction des villes,30,33,75
33333,Le Porge,6,Bordeaux,20,33,75
33334,Portets,6,Bordeaux,20,33,75
33335,Le Pout,6,Bordeaux,20,33,75
33336,Préchac,0,Commune hors attraction des villes,30,33,75
33337,Preignac,6,Bordeaux,20,33,75
33339,Prignac-et-Marcamps,6,Bordeaux,20,33,75
33341,Pugnac,6,Bordeaux,20,33,75
33342,Puisseguin,0,Commune hors attraction des villes,30,33,75
33343,Pujols-sur-Ciron,6,Bordeaux,20,33,75
33344,Pujols,0,Commune hors attraction des villes,30,33,75
33345,Le Puy,0,Commune hors attraction des villes,30,33,75
33346,Puybarban,440,La Réole,20,33,75
33347,Puynormand,0,Commune hors attraction des villes,30,33,75
33348,Queyrac,355,Lesparre-Médoc,20,33,75
33349,Quinsac,6,Bordeaux,20,33,75
33350,Rauzan,0,Commune hors attraction des villes,30,33,75
33351,Reignac,0,Commune hors attraction des villes,30,33,75
33352,La Réole,440,La Réole,11,33,75
33353,Rimons,0,Commune hors attraction des villes,30,33,75
33354,Riocaud,360,Pineuilh,20,33,75
33355,Rions,6,Bordeaux,20,33,75
33356,La Rivière,6,Bordeaux,20,33,75
33357,Roaillan,6,Bordeaux,20,33,75
33358,Romagne,6,Bordeaux,20,33,75
33359,Roquebrune,440,La Réole,20,33,75
33360,La Roquille,360,Pineuilh,20,33,75
33361,Ruch,0,Commune hors attraction des villes,30,33,75
33362,Sablons,159,Libourne,20,33,75
33363,Sadirac,6,Bordeaux,20,33,75
33364,Saillans,159,Libourne,20,33,75
33365,Saint-Aignan,159,Libourne,20,33,75
33366,Saint-André-de-Cubzac,6,Bordeaux,20,33,75
33367,Saint-André-du-Bois,0,Commune hors attraction des villes,30,33,75
33369,Saint-André-et-Appelles,360,Pineuilh,20,33,75
33370,Saint-Androny,391,Blaye,20,33,75
33372,Saint-Antoine-du-Queyret,0,Commune hors attraction des villes,30,33,75
33373,Saint-Antoine-sur-l'Isle,0,Commune hors attraction des villes,30,33,75
33374,Saint-Aubin-de-Blaye,0,Commune hors attraction des villes,30,33,75
33375,Saint-Aubin-de-Branne,6,Bordeaux,20,33,75
33376,Saint-Aubin-de-Médoc,6,Bordeaux,20,33,75
33377,Saint-Avit-de-Soulège,0,Commune hors attraction des villes,30,33,75
33378,Saint-Avit-Saint-Nazaire,129,Bergerac,20,33,75
33379,Saint-Brice,0,Commune hors attraction des villes,30,33,75
33380,Val-de-Livenne,0,Commune hors attraction des villes,30,33,75
33381,Saint-Caprais-de-Bordeaux,6,Bordeaux,20,33,75
33382,Saint-Christoly-de-Blaye,6,Bordeaux,20,33,75
33383,Saint-Christoly-Médoc,0,Commune hors attraction des villes,30,33,75
33384,Saint-Christophe-des-Bardes,0,Commune hors attraction des villes,30,33,75
33385,Saint-Christophe-de-Double,0,Commune hors attraction des villes,30,33,75
33386,Saint-Cibard,0,Commune hors attraction des villes,30,33,75
33387,Saint-Ciers-d'Abzac,6,Bordeaux,20,33,75
33388,Saint-Ciers-de-Canesse,6,Bordeaux,20,33,75
33389,Saint-Ciers-sur-Gironde,0,Commune hors attraction des villes,30,33,75
33390,Sainte-Colombe,159,Libourne,20,33,75
33391,Saint-Côme,456,Bazas,20,33,75
33392,Sainte-Croix-du-Mont,6,Bordeaux,20,33,75
33393,Saint-Denis-de-Pile,6,Bordeaux,20,33,75
33394,Saint-Émilion,159,Libourne,20,33,75
33395,Saint-Estèphe,445,Pauillac,20,33,75
33396,Saint-Étienne-de-Lisse,0,Commune hors attraction des villes,30,33,75
33397,Sainte-Eulalie,6,Bordeaux,20,33,75
33398,Saint-Exupéry,0,Commune hors attraction des villes,30,33,75
33399,Saint-Félix-de-Foncaude,0,Commune hors attraction des villes,30,33,75
33400,Saint-Ferme,0,Commune hors attraction des villes,30,33,75
33401,Sainte-Florence,0,Commune hors attraction des villes,30,33,75
33402,Sainte-Foy-la-Grande,360,Pineuilh,12,33,75
33403,Sainte-Foy-la-Longue,0,Commune hors attraction des villes,30,33,75
33404,Sainte-Gemme,0,Commune hors attraction des villes,30,33,75
33405,Saint-Genès-de-Blaye,391,Blaye,20,33,75
33406,Saint-Genès-de-Castillon,159,Libourne,20,33,75
33407,Saint-Genès-de-Fronsac,6,Bordeaux,20,33,75
33408,Saint-Genès-de-Lombaud,6,Bordeaux,20,33,75
33409,Saint-Genis-du-Bois,0,Commune hors attraction des villes,30,33,75
33411,Saint-Germain-de-Grave,0,Commune hors attraction des villes,30,33,75
33412,Saint-Germain-d'Esteuil,355,Lesparre-Médoc,20,33,75
33413,Saint-Germain-du-Puch,6,Bordeaux,20,33,75
33414,Saint-Germain-de-la-Rivière,6,Bordeaux,20,33,75
33415,Saint-Gervais,6,Bordeaux,20,33,75
33416,Saint-Girons-d'Aiguevives,6,Bordeaux,20,33,75
33417,Sainte-Hélène,6,Bordeaux,20,33,75
33418,Saint-Hilaire-de-la-Noaille,440,La Réole,20,33,75
33419,Saint-Hilaire-du-Bois,0,Commune hors attraction des villes,30,33,75
33420,Saint-Hippolyte,0,Commune hors attraction des villes,30,33,75
33421,Saint-Jean-de-Blaignac,0,Commune hors attraction des villes,30,33,75
33422,Saint-Jean-d'Illac,6,Bordeaux,20,33,75
33423,Saint-Julien-Beychevelle,0,Commune hors attraction des villes,30,33,75
33424,Saint-Laurent-Médoc,6,Bordeaux,20,33,75
33425,Saint-Laurent-d'Arce,6,Bordeaux,20,33,75
33426,Saint-Laurent-des-Combes,0,Commune hors attraction des villes,30,33,75
33427,Saint-Laurent-du-Bois,0,Commune hors attraction des villes,30,33,75
33428,Saint-Laurent-du-Plan,0,Commune hors attraction des villes,30,33,75
33429,Saint-Léger-de-Balson,6,Bordeaux,20,33,75
33431,Saint-Léon,6,Bordeaux,20,33,75
33432,Saint-Loubert,0,Commune hors attraction des villes,30,33,75
33433,Saint-Loubès,6,Bordeaux,20,33,75
33434,Saint-Louis-de-Montferrand,6,Bordeaux,20,33,75
33435,Saint-Macaire,6,Bordeaux,20,33,75
33436,Saint-Magne,6,Bordeaux,20,33,75
33437,Saint-Magne-de-Castillon,0,Commune hors attraction des villes,30,33,75
33438,Saint-Maixant,6,Bordeaux,20,33,75
33439,Saint-Mariens,6,Bordeaux,20,33,75
33440,Saint-Martial,0,Commune hors attraction des villes,30,33,75
33441,Saint-Martin-Lacaussade,391,Blaye,12,33,75
33442,Saint-Martin-de-Laye,6,Bordeaux,20,33,75
33443,Saint-Martin-de-Lerm,0,Commune hors attraction des villes,30,33,75
33444,Saint-Martin-de-Sescas,6,Bordeaux,20,33,75
33445,Saint-Martin-du-Bois,6,Bordeaux,20,33,75
33446,Saint-Martin-du-Puy,0,Commune hors attraction des villes,30,33,75
33447,Saint-Médard-de-Guizières,159,Libourne,20,33,75
33448,Saint-Médard-d'Eyrans,6,Bordeaux,20,33,75
33449,Saint-Médard-en-Jalles,6,Bordeaux,12,33,75
33450,Saint-Michel-de-Castelnau,0,Commune hors attraction des villes,30,33,75
33451,Saint-Michel-de-Fronsac,6,Bordeaux,20,33,75
33452,Saint-Michel-de-Rieufret,6,Bordeaux,20,33,75
33453,Saint-Michel-de-Lapujade,440,La Réole,20,33,75
33454,Saint-Morillon,6,Bordeaux,20,33,75
33456,Saint-Palais,0,Commune hors attraction des villes,30,33,75
33457,Saint-Pardon-de-Conques,6,Bordeaux,20,33,75
33458,Saint-Paul,391,Blaye,20,33,75
33459,Saint-Pey-d'Armens,0,Commune hors attraction des villes,30,33,75
33460,Saint-Pey-de-Castets,0,Commune hors attraction des villes,30,33,75
33461,Saint-Philippe-d'Aiguille,0,Commune hors attraction des villes,30,33,75
33462,Saint-Philippe-du-Seignal,360,Pineuilh,20,33,75
33463,Saint-Pierre-d'Aurillac,6,Bordeaux,20,33,75
33464,Saint-Pierre-de-Bat,0,Commune hors attraction des villes,30,33,75
33465,Saint-Pierre-de-Mons,6,Bordeaux,20,33,75
33466,Saint-Quentin-de-Baron,6,Bordeaux,20,33,75
