Code géographique de la commune,Libellé géographique de la commune,Code géographique de l'aire d'attraction des villes 2020,Libellé géographique de l'aire d'attraction des villes 2020,Catégorie de la commune dans le zonage en aires d'attraction des villes 2020,Code département,Code région
71238,Iguerande,79,Roanne,20,71,27
71239,Issy-l'Évêque,0,Commune hors attraction des villes,30,71,27
71240,Jalogny,84,Mâcon,20,71,27
71241,Jambles,70,Chalon-sur-Saône,20,71,27
71242,Joncy,0,Commune hors attraction des villes,30,71,27
71243,Joudes,641,Saint-Amour,20,71,27
71244,Jouvençon,0,Commune hors attraction des villes,30,71,27
71245,Jugy,70,Chalon-sur-Saône,20,71,27
71246,Juif,333,Louhans,20,71,27
71247,Jully-lès-Buxy,70,Chalon-sur-Saône,20,71,27
71248,Lacrost,446,Tournus,20,71,27
71249,Laives,70,Chalon-sur-Saône,20,71,27
71250,Laizé,84,Mâcon,20,71,27
71251,Laizy,239,Autun,20,71,27
71252,Lalheue,70,Chalon-sur-Saône,20,71,27
71253,Lans,70,Chalon-sur-Saône,20,71,27
71254,Lays-sur-le-Doubs,0,Commune hors attraction des villes,30,71,27
71255,Lesme,514,Bourbon-Lancy,20,71,27
71256,Lessard-en-Bresse,70,Chalon-sur-Saône,20,71,27
71257,Lessard-le-National,70,Chalon-sur-Saône,20,71,27
71258,Leynes,84,Mâcon,20,71,27
71259,Ligny-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71261,Loisy,446,Tournus,20,71,27
71262,Longepierre,0,Commune hors attraction des villes,30,71,27
71263,Louhans,333,Louhans,11,71,27
71264,Lournand,84,Mâcon,20,71,27
71266,Lucenay-l'Évêque,239,Autun,20,71,27
71267,Lugny,84,Mâcon,20,71,27
71268,Lugny-lès-Charolles,336,Paray-le-Monial,20,71,27
71269,Lux,70,Chalon-sur-Saône,20,71,27
71270,Mâcon,84,Mâcon,11,71,27
71271,Mailly,79,Roanne,20,71,27
71272,Malay,0,Commune hors attraction des villes,30,71,27
71273,Maltat,514,Bourbon-Lancy,20,71,27
71274,Mancey,446,Tournus,20,71,27
71275,Marcigny,0,Commune hors attraction des villes,30,71,27
71276,Marcilly-la-Gueurce,582,Charolles,20,71,27
71277,Marcilly-lès-Buxy,70,Chalon-sur-Saône,20,71,27
71278,Marigny,183,Le Creusot,20,71,27
71279,Le Rousset-Marizy,176,Montceau-les-Mines,20,71,27
71280,Marly-sous-Issy,0,Commune hors attraction des villes,30,71,27
71281,Marly-sur-Arroux,436,Gueugnon,20,71,27
71282,Marmagne,183,Le Creusot,20,71,27
71283,Marnay,70,Chalon-sur-Saône,20,71,27
71284,Martailly-lès-Brancion,0,Commune hors attraction des villes,30,71,27
71285,Martigny-le-Comte,176,Montceau-les-Mines,20,71,27
71286,Mary,176,Montceau-les-Mines,20,71,27
71287,Massilly,0,Commune hors attraction des villes,30,71,27
71289,Matour,0,Commune hors attraction des villes,30,71,27
71290,Mazille,84,Mâcon,20,71,27
71291,Melay,79,Roanne,20,71,27
71292,Mellecey,70,Chalon-sur-Saône,20,71,27
71293,Ménetreuil,0,Commune hors attraction des villes,30,71,27
71294,Mercurey,70,Chalon-sur-Saône,20,71,27
71295,Mervans,70,Chalon-sur-Saône,20,71,27
71296,Messey-sur-Grosne,70,Chalon-sur-Saône,20,71,27
71297,Mesvres,239,Autun,20,71,27
71299,Milly-Lamartine,84,Mâcon,20,71,27
71300,Le Miroir,0,Commune hors attraction des villes,30,71,27
71301,Mont,514,Bourbon-Lancy,20,71,27
71302,Montagny-lès-Buxy,70,Chalon-sur-Saône,20,71,27
71303,Montagny-près-Louhans,333,Louhans,20,71,27
71305,Montbellet,84,Mâcon,20,71,27
71306,Montceau-les-Mines,176,Montceau-les-Mines,11,71,27
71307,Montceaux-l'Étoile,336,Paray-le-Monial,20,71,27
71308,Montceaux-Ragny,70,Chalon-sur-Saône,20,71,27
71309,Montcenis,183,Le Creusot,20,71,27
71310,Montchanin,183,Le Creusot,20,71,27
71311,Montcony,0,Commune hors attraction des villes,30,71,27
71312,Montcoy,70,Chalon-sur-Saône,20,71,27
71313,Monthelon,239,Autun,20,71,27
71314,Montjay,0,Commune hors attraction des villes,30,71,27
71315,Mont-lès-Seurre,174,Beaune,20,71,27
71316,Montmelard,0,Commune hors attraction des villes,30,71,27
71317,Montmort,0,Commune hors attraction des villes,30,71,27
71318,Montpont-en-Bresse,0,Commune hors attraction des villes,30,71,27
71319,Montret,0,Commune hors attraction des villes,30,71,27
71320,Mont-Saint-Vincent,176,Montceau-les-Mines,20,71,27
71321,Morey,70,Chalon-sur-Saône,20,71,27
71322,Morlet,239,Autun,20,71,27
71323,Mornay,0,Commune hors attraction des villes,30,71,27
71324,Moroges,70,Chalon-sur-Saône,20,71,27
71325,La Motte-Saint-Jean,416,Digoin,20,71,27
71326,Mouthier-en-Bresse,0,Commune hors attraction des villes,30,71,27
71327,Mussy-sous-Dun,532,Chauffailles,20,71,27
71328,Nanton,70,Chalon-sur-Saône,20,71,27
71329,Navilly,0,Commune hors attraction des villes,30,71,27
71330,Neuvy-Grandchamp,436,Gueugnon,20,71,27
71331,Nochize,336,Paray-le-Monial,20,71,27
71332,Ormes,70,Chalon-sur-Saône,20,71,27
71333,Oslon,70,Chalon-sur-Saône,20,71,27
71334,Oudry,436,Gueugnon,20,71,27
71335,Ouroux-sous-le-Bois-Sainte-Marie,0,Commune hors attraction des villes,30,71,27
71336,Ouroux-sur-Saône,70,Chalon-sur-Saône,20,71,27
71337,Oyé,0,Commune hors attraction des villes,30,71,27
71338,Ozenay,446,Tournus,20,71,27
71339,Ozolles,582,Charolles,20,71,27
71340,Palinges,176,Montceau-les-Mines,20,71,27
71341,Palleau,174,Beaune,20,71,27
71342,Paray-le-Monial,336,Paray-le-Monial,11,71,27
71343,Paris-l'Hôpital,0,Commune hors attraction des villes,30,71,27
71344,Passy,0,Commune hors attraction des villes,30,71,27
71345,Péronne,84,Mâcon,20,71,27
71346,Perrecy-les-Forges,176,Montceau-les-Mines,20,71,27
71347,Perreuil,183,Le Creusot,20,71,27
71348,Perrigny-sur-Loire,416,Digoin,20,71,27
71349,La Petite-Verrière,239,Autun,20,71,27
71350,Pierreclos,84,Mâcon,20,71,27
71351,Pierre-de-Bresse,0,Commune hors attraction des villes,30,71,27
71352,Le Planois,0,Commune hors attraction des villes,30,71,27
71353,Plottes,446,Tournus,20,71,27
71354,Poisson,336,Paray-le-Monial,20,71,27
71355,Pontoux,70,Chalon-sur-Saône,20,71,27
71356,Pouilloux,176,Montceau-les-Mines,20,71,27
71357,Pourlans,0,Commune hors attraction des villes,30,71,27
71358,Pressy-sous-Dondin,0,Commune hors attraction des villes,30,71,27
71359,Préty,446,Tournus,20,71,27
71360,Prissé,84,Mâcon,20,71,27
71361,Prizy,582,Charolles,20,71,27
71362,Pruzilly,84,Mâcon,20,71,27
71363,Le Puley,0,Commune hors attraction des villes,30,71,27
71364,La Racineuse,70,Chalon-sur-Saône,20,71,27
71365,Rancy,0,Commune hors attraction des villes,30,71,27
71366,Ratenelle,0,Commune hors attraction des villes,30,71,27
71367,Ratte,333,Louhans,20,71,27
71368,Reclesne,239,Autun,20,71,27
71369,Remigny,70,Chalon-sur-Saône,20,71,27
71370,Rigny-sur-Arroux,436,Gueugnon,20,71,27
71371,La Roche-Vineuse,84,Mâcon,20,71,27
71372,Romanèche-Thorins,84,Mâcon,20,71,27
71373,Romenay,0,Commune hors attraction des villes,30,71,27
71374,Rosey,70,Chalon-sur-Saône,20,71,27
71376,Roussillon-en-Morvan,239,Autun,20,71,27
71377,Royer,446,Tournus,20,71,27
71378,Rully,70,Chalon-sur-Saône,20,71,27
71379,Sagy,0,Commune hors attraction des villes,30,71,27
71380,Saillenard,132,Lons-le-Saunier,20,71,27
71381,Sailly,0,Commune hors attraction des villes,30,71,27
71382,Saint-Agnan,416,Digoin,20,71,27
71383,Saint-Albain,84,Mâcon,20,71,27
71384,Saint-Ambreuil,70,Chalon-sur-Saône,20,71,27
71385,Saint-Amour-Bellevue,84,Mâcon,20,71,27
71386,Saint-André-en-Bresse,0,Commune hors attraction des villes,30,71,27
71387,Saint-André-le-Désert,0,Commune hors attraction des villes,30,71,27
71388,Saint-Aubin-en-Charollais,336,Paray-le-Monial,20,71,27
71389,Saint-Aubin-sur-Loire,514,Bourbon-Lancy,20,71,27
71390,Saint-Berain-sous-Sanvignes,176,Montceau-les-Mines,20,71,27
71391,Saint-Bérain-sur-Dheune,183,Le Creusot,20,71,27
71392,Saint-Boil,70,Chalon-sur-Saône,20,71,27
71393,Saint-Bonnet-de-Cray,79,Roanne,20,71,27
71394,Saint-Bonnet-de-Joux,0,Commune hors attraction des villes,30,71,27
71395,Saint-Bonnet-de-Vieille-Vigne,176,Montceau-les-Mines,20,71,27
71396,Saint-Bonnet-en-Bresse,0,Commune hors attraction des villes,30,71,27
71397,Sainte-Cécile,84,Mâcon,20,71,27
71398,Saint-Christophe-en-Bresse,70,Chalon-sur-Saône,20,71,27
71399,Saint-Christophe-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71400,Saint-Clément-sur-Guye,0,Commune hors attraction des villes,30,71,27
71401,Sainte-Croix,333,Louhans,20,71,27
71402,Saint-Cyr,70,Chalon-sur-Saône,20,71,27
71403,Saint-Denis-de-Vaux,70,Chalon-sur-Saône,20,71,27
71404,Saint-Désert,70,Chalon-sur-Saône,20,71,27
71405,Saint-Didier-en-Bresse,70,Chalon-sur-Saône,20,71,27
71406,Saint-Didier-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71407,Saint-Didier-sur-Arroux,239,Autun,20,71,27
71408,Saint-Edmond,0,Commune hors attraction des villes,30,71,27
71409,Saint-Émiland,239,Autun,20,71,27
71410,Saint-Étienne-en-Bresse,70,Chalon-sur-Saône,20,71,27
71411,Saint-Eugène,176,Montceau-les-Mines,20,71,27
71412,Saint-Eusèbe,183,Le Creusot,20,71,27
71413,Saint-Firmin,183,Le Creusot,20,71,27
71414,Saint-Forgeot,239,Autun,20,71,27
71415,Sainte-Foy,0,Commune hors attraction des villes,30,71,27
71416,Saint-Gengoux-de-Scissé,84,Mâcon,20,71,27
71417,Saint-Gengoux-le-National,0,Commune hors attraction des villes,30,71,27
71419,Saint-Germain-du-Bois,0,Commune hors attraction des villes,30,71,27
71420,Saint-Germain-du-Plain,70,Chalon-sur-Saône,20,71,27
71421,Saint-Germain-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71422,Saint-Germain-lès-Buxy,70,Chalon-sur-Saône,20,71,27
71423,Saint-Gervais-en-Vallière,174,Beaune,20,71,27
71424,Saint-Gervais-sur-Couches,0,Commune hors attraction des villes,30,71,27
71425,Saint-Gilles,0,Commune hors attraction des villes,30,71,27
71426,Sainte-Hélène,70,Chalon-sur-Saône,20,71,27
71427,Saint-Huruge,0,Commune hors attraction des villes,30,71,27
71428,Saint-Igny-de-Roche,532,Chauffailles,20,71,27
71430,Saint-Jean-de-Vaux,70,Chalon-sur-Saône,20,71,27
71431,Saint-Jean-de-Trézy,0,Commune hors attraction des villes,30,71,27
71433,Saint-Julien-de-Civry,582,Charolles,20,71,27
71434,Saint-Julien-de-Jonzy,79,Roanne,20,71,27
71435,Saint-Julien-sur-Dheune,183,Le Creusot,20,71,27
71436,Saint-Laurent-d'Andenay,183,Le Creusot,20,71,27
71437,Saint-Laurent-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71438,Saint-Léger-du-Bois,239,Autun,20,71,27
71439,Saint-Léger-lès-Paray,336,Paray-le-Monial,20,71,27
71440,Saint-Léger-sous-Beuvray,239,Autun,20,71,27
71441,Saint-Léger-sous-la-Bussière,84,Mâcon,20,71,27
71442,Saint-Léger-sur-Dheune,0,Commune hors attraction des villes,30,71,27
71443,Saint-Loup-Géanges,174,Beaune,20,71,27
71444,Saint-Loup-de-Varennes,70,Chalon-sur-Saône,20,71,27
71445,Saint-Marcel,70,Chalon-sur-Saône,20,71,27
71446,Saint-Marcelin-de-Cray,0,Commune hors attraction des villes,30,71,27
71447,Saint-Mard-de-Vaux,70,Chalon-sur-Saône,20,71,27
71448,Saint-Martin-Belle-Roche,84,Mâcon,20,71,27
71449,Saint-Martin-d'Auxy,183,Le Creusot,20,71,27
71450,Saint-Martin-de-Commune,0,Commune hors attraction des villes,30,71,27
71451,Saint-Martin-de-Lixy,79,Roanne,20,71,27
71452,Saint-Martin-de-Salencey,0,Commune hors attraction des villes,30,71,27
71453,Saint-Martin-du-Lac,0,Commune hors attraction des villes,30,71,27
71454,Saint-Martin-du-Mont,333,Louhans,20,71,27
71455,Saint-Martin-du-Tartre,0,Commune hors attraction des villes,30,71,27
71456,Saint-Martin-en-Bresse,70,Chalon-sur-Saône,20,71,27
71457,Saint-Martin-en-Gâtinois,174,Beaune,20,71,27
71458,Saint-Martin-la-Patrouille,0,Commune hors attraction des villes,30,71,27
71459,Saint-Martin-sous-Montaigu,70,Chalon-sur-Saône,20,71,27
71460,Saint-Maurice-de-Satonnay,84,Mâcon,20,71,27
71461,Saint-Maurice-des-Champs,0,Commune hors attraction des villes,30,71,27
71462,Saint-Maurice-en-Rivière,70,Chalon-sur-Saône,20,71,27
71463,Saint-Maurice-lès-Châteauneuf,532,Chauffailles,20,71,27
71464,Saint-Maurice-lès-Couches,0,Commune hors attraction des villes,30,71,27
71465,Saint-Micaud,0,Commune hors attraction des villes,30,71,27
71466,Saint-Nizier-sur-Arroux,0,Commune hors attraction des villes,30,71,27
71468,Saint-Pierre-de-Varennes,183,Le Creusot,20,71,27
71469,Saint-Pierre-le-Vieux,0,Commune hors attraction des villes,30,71,27
71470,Saint-Point,84,Mâcon,20,71,27
71471,Saint-Privé,70,Chalon-sur-Saône,20,71,27
71472,Saint-Prix,239,Autun,20,71,27
71473,Saint-Racho,0,Commune hors attraction des villes,30,71,27
71474,Sainte-Radegonde,0,Commune hors attraction des villes,30,71,27
71475,Saint-Rémy,70,Chalon-sur-Saône,20,71,27
71477,Saint-Romain-sous-Gourdon,176,Montceau-les-Mines,20,71,27
71478,Saint-Romain-sous-Versigny,176,Montceau-les-Mines,20,71,27
71479,Saint-Sernin-du-Bois,183,Le Creusot,20,71,27
71480,Saint-Sernin-du-Plain,0,Commune hors attraction des villes,30,71,27
71481,Saint-Symphorien-d'Ancelles,84,Mâcon,20,71,27
71482,Saint-Symphorien-de-Marmagne,183,Le Creusot,20,71,27
71483,Saint-Symphorien-des-Bois,0,Commune hors attraction des villes,30,71,27
71484,Saint-Usuge,333,Louhans,20,71,27
71485,Saint-Vallerin,70,Chalon-sur-Saône,20,71,27
71486,Saint-Vallier,176,Montceau-les-Mines,12,71,27
71487,Saint-Vérand,84,Mâcon,20,71,27
71488,Saint-Vincent-des-Prés,0,Commune hors attraction des villes,30,71,27
71489,Saint-Vincent-en-Bresse,70,Chalon-sur-Saône,20,71,27
71490,Saint-Vincent-Bragny,336,Paray-le-Monial,20,71,27
71491,Saint-Yan,336,Paray-le-Monial,20,71,27
71492,Saint-Ythaire,0,Commune hors attraction des villes,30,71,27
71493,Saisy,0,Commune hors attraction des villes,30,71,27
71494,La Salle,84,Mâcon,20,71,27
71495,Salornay-sur-Guye,0,Commune hors attraction des villes,30,71,27
71496,Sampigny-lès-Maranges,0,Commune hors attraction des villes,30,71,27
71497,Sancé,84,Mâcon,20,71,27
71498,Santilly,70,Chalon-sur-Saône,20,71,27
71499,Sanvignes-les-Mines,176,Montceau-les-Mines,20,71,27
71500,Sarry,0,Commune hors attraction des villes,30,71,27
71501,Sassangy,70,Chalon-sur-Saône,20,71,27
71502,Sassenay,70,Chalon-sur-Saône,20,71,27
71503,Saules,70,Chalon-sur-Saône,20,71,27
71504,Saunières,0,Commune hors attraction des villes,30,71,27
71505,Savianges,0,Commune hors attraction des villes,30,71,27
71506,Savigny-en-Revermont,132,Lons-le-Saunier,20,71,27
71507,Savigny-sur-Grosne,0,Commune hors attraction des villes,30,71,27
71508,Savigny-sur-Seille,333,Louhans,20,71,27
71509,La Celle-en-Morvan,239,Autun,20,71,27
71510,Semur-en-Brionnais,0,Commune hors attraction des villes,30,71,27
71512,Sennecey-le-Grand,70,Chalon-sur-Saône,20,71,27
71513,Senozan,84,Mâcon,20,71,27
71514,Sens-sur-Seille,0,Commune hors attraction des villes,30,71,27
71515,Sercy,0,Commune hors attraction des villes,30,71,27
71516,Serley,0,Commune hors attraction des villes,30,71,27
71517,Sermesse,70,Chalon-sur-Saône,20,71,27
71518,Serrières,84,Mâcon,20,71,27
71519,Serrigny-en-Bresse,70,Chalon-sur-Saône,20,71,27
71520,Sevrey,70,Chalon-sur-Saône,20,71,27
71521,Sigy-le-Châtel,0,Commune hors attraction des villes,30,71,27
71522,Simandre,70,Chalon-sur-Saône,20,71,27
71523,Simard,333,Louhans,20,71,27
71524,Sivignon,84,Mâcon,20,71,27
71525,Sologny,84,Mâcon,20,71,27
71526,Solutré-Pouilly,84,Mâcon,20,71,27
71527,Sommant,239,Autun,20,71,27
71528,Sornay,333,Louhans,20,71,27
71529,Suin,0,Commune hors attraction des villes,30,71,27
71530,Sully,239,Autun,20,71,27
71531,La Tagnière,239,Autun,20,71,27
71532,Taizé,0,Commune hors attraction des villes,30,71,27
71533,Tancon,532,Chauffailles,20,71,27
71534,Le Tartre,0,Commune hors attraction des villes,30,71,27
71535,Tavernay,239,Autun,20,71,27
71537,Thil-sur-Arroux,0,Commune hors attraction des villes,30,71,27
71538,Thurey,70,Chalon-sur-Saône,20,71,27
71539,Tintry,239,Autun,20,71,27
71540,Torcy,183,Le Creusot,20,71,27
71541,Torpes,0,Commune hors attraction des villes,30,71,27
71542,Toulon-sur-Arroux,0,Commune hors attraction des villes,30,71,27
71543,Tournus,446,Tournus,11,71,27
71544,Toutenant,70,Chalon-sur-Saône,20,71,27
71545,Tramayes,84,Mâcon,20,71,27
71546,Trambly,0,Commune hors attraction des villes,30,71,27
71547,Trivy,84,Mâcon,20,71,27
71548,Tronchy,70,Chalon-sur-Saône,20,71,27
71549,La Truchère,446,Tournus,20,71,27
71550,Uchizy,84,Mâcon,20,71,27
71551,Uchon,183,Le Creusot,20,71,27
71552,Uxeau,436,Gueugnon,20,71,27
71553,Vareilles,0,Commune hors attraction des villes,30,71,27
71554,Varenne-l'Arconce,336,Paray-le-Monial,20,71,27
71555,Varennes-le-Grand,70,Chalon-sur-Saône,20,71,27
71556,Varennes-lès-Mâcon,84,Mâcon,20,71,27
71557,Varenne-Saint-Germain,336,Paray-le-Monial,20,71,27
71558,Varennes-Saint-Sauveur,0,Commune hors attraction des villes,30,71,27
71559,Varennes-sous-Dun,0,Commune hors attraction des villes,30,71,27
71561,Vauban,0,Commune hors attraction des villes,30,71,27
71562,Vaudebarrier,582,Charolles,20,71,27
71563,Vaux-en-Pré,0,Commune hors attraction des villes,30,71,27
71564,Vendenesse-lès-Charolles,582,Charolles,20,71,27
71565,Vendenesse-sur-Arroux,436,Gueugnon,20,71,27
71566,Verdun-sur-le-Doubs,70,Chalon-sur-Saône,20,71,27
71567,Vergisson,84,Mâcon,20,71,27
71568,Vérissey,0,Commune hors attraction des villes,30,71,27
71570,Verjux,70,Chalon-sur-Saône,20,71,27
71571,Verosvres,0,Commune hors attraction des villes,30,71,27
71572,Vers,446,Tournus,20,71,27
71573,Versaugues,336,Paray-le-Monial,20,71,27
71574,Verzé,84,Mâcon,20,71,27
71576,Le Villars,446,Tournus,20,71,27
71577,Villegaudin,70,Chalon-sur-Saône,20,71,27
71578,Clux-Villeneuve,0,Commune hors attraction des villes,30,71,27
71579,Villeneuve-en-Montagne,70,Chalon-sur-Saône,20,71,27
71580,Vincelles,333,Louhans,20,71,27
71581,Vindecy,0,Commune hors attraction des villes,30,71,27
71582,La Vineuse sur Fregande,0,Commune hors attraction des villes,30,71,27
71583,Vinzelles,84,Mâcon,20,71,27
71584,Viré,84,Mâcon,20,71,27
71585,Virey-le-Grand,70,Chalon-sur-Saône,20,71,27
71586,Viry,582,Charolles,20,71,27
71588,Vitry-en-Charollais,336,Paray-le-Monial,20,71,27
71589,Vitry-sur-Loire,514,Bourbon-Lancy,20,71,27
71590,Volesvres,336,Paray-le-Monial,20,71,27
71591,Fleurville,84,Mâcon,20,71,27
72001,Aigné,34,Le Mans,20,72,52
72002,Aillières-Beauvoir,116,Alençon,20,72,52
72003,Allonnes,34,Le Mans,20,72,52
72004,Amné,34,Le Mans,20,72,52
72005,Ancinnes,116,Alençon,20,72,52
72006,Arçonnay,116,Alençon,20,72,52
72007,Ardenay-sur-Mérize,34,Le Mans,20,72,52
72008,Arnage,34,Le Mans,20,72,52
72009,Arthezé,191,Sablé-sur-Sarthe,20,72,52
72010,Asnières-sur-Vègre,191,Sablé-sur-Sarthe,20,72,52
72011,Assé-le-Boisne,116,Alençon,20,72,52
72012,Assé-le-Riboul,34,Le Mans,20,72,52
72013,Aubigné-Racan,0,Commune hors attraction des villes,30,72,52
72015,Les Aulneaux,470,Mamers,20,72,52
72016,Auvers-le-Hamon,191,Sablé-sur-Sarthe,20,72,52
72017,Auvers-sous-Montfaucon,34,Le Mans,20,72,52
72018,Avesnes-en-Saosnois,0,Commune hors attraction des villes,30,72,52
72019,Avessé,191,Sablé-sur-Sarthe,20,72,52
72020,Avezé,227,La Ferté-Bernard,20,72,52
72021,Avoise,191,Sablé-sur-Sarthe,20,72,52
72022,Le Bailleul,191,Sablé-sur-Sarthe,20,72,52
72023,Ballon-Saint Mars,34,Le Mans,20,72,52
72024,La Bazoge,34,Le Mans,20,72,52
72025,Bazouges Cré sur Loir,288,La Flèche,20,72,52
72026,Beaufay,34,Le Mans,20,72,52
72027,Beaumont-sur-Dême,0,Commune hors attraction des villes,30,72,52
72028,Beaumont-Pied-de-Bœuf,381,Montval-sur-Loir,20,72,52
72029,Beaumont-sur-Sarthe,34,Le Mans,20,72,52
72031,Beillé,34,Le Mans,20,72,52
72032,Berfay,574,Saint-Calais,20,72,52
72034,Bérus,116,Alençon,20,72,52
72035,Bessé-sur-Braye,0,Commune hors attraction des villes,30,72,52
72036,Béthon,116,Alençon,20,72,52
72037,Blèves,116,Alençon,20,72,52
72038,Boëssé-le-Sec,227,La Ferté-Bernard,20,72,52
72039,Bonnétable,0,Commune hors attraction des villes,30,72,52
72040,La Bosse,227,La Ferté-Bernard,20,72,52
72041,Bouër,227,La Ferté-Bernard,20,72,52
72042,Bouloire,34,Le Mans,20,72,52
72043,Bourg-le-Roi,116,Alençon,20,72,52
72044,Bousse,288,La Flèche,20,72,52
72045,Brains-sur-Gée,34,Le Mans,20,72,52
72046,Le Breil-sur-Mérize,34,Le Mans,20,72,52
72047,Brette-les-Pins,34,Le Mans,20,72,52
72048,Briosne-lès-Sables,34,Le Mans,20,72,52
72049,La Bruère-sur-Loir,381,Montval-sur-Loir,20,72,52
72050,Brûlon,0,Commune hors attraction des villes,30,72,52
72051,Cérans-Foulletourte,34,Le Mans,20,72,52
72052,Chahaignes,381,Montval-sur-Loir,20,72,52
72053,Challes,34,Le Mans,20,72,52
72054,Champagné,34,Le Mans,20,72,52
72056,Champfleur,116,Alençon,20,72,52
72057,Champrond,227,La Ferté-Bernard,20,72,52
72058,Changé,34,Le Mans,20,72,52
72059,Chantenay-Villedieu,191,Sablé-sur-Sarthe,20,72,52
72060,La Chapelle-aux-Choux,624,Le Lude,20,72,52
72061,La Chapelle-d'Aligné,191,Sablé-sur-Sarthe,20,72,52
72062,La Chapelle-du-Bois,227,La Ferté-Bernard,20,72,52
